f0,f1,f2,f3,f4,f5,f6,f7,outcome
-3.0,-10.0,-1.0,4.0,4.0,-2.0,-1.0,-2.0,-0.53125
-3.0,-13.0,-1.0,4.0,0.0,-2.0,-1.0,-2.0,-0.53125
-3.0,-13.0,-1.0,4.0,0.0,0.0,0.0,0.0,-0.53125
-3.0,-13.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.53125
-3.0,-13.0,0.0,3.0,4.0,0.0,0.0,0.0,-0.53125
-4.0,-13.0,-2.0,3.0,4.0,-2.0,0.0,0.0,-0.53125
-4.0,-12.0,-2.0,5.0,4.0,0.0,2.0,0.0,-0.53125
-4.0,-13.0,-2.0,3.0,4.0,0.0,2.0,0.0,-0.53125
-4.0,-12.0,0.0,3.0,4.0,0.0,2.0,0.0,-0.53125
-4.0,-15.0,0.0,3.0,0.0,0.0,2.0,0.0,-0.53125
-4.0,-14.0,0.0,3.0,4.0,0.0,4.0,2.0,-0.53125
-4.0,-15.0,0.0,1.0,4.0,0.0,4.0,2.0,-0.53125
-4.0,-15.0,0.0,2.0,4.0,2.0,6.0,2.0,-0.53125
-4.0,-20.0,-2.0,0.0,2.0,0.0,2.0,2.0,-0.53125
-4.0,-21.0,-2.0,-4.0,-4.0,-2.0,0.0,-2.0,-0.53125
-4.0,-20.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-0.53125
2.0,-1.0,-1.0,0.0,-6.0,-2.0,-2.0,-2.0,0.84375
2.0,-1.0,-1.0,0.0,-6.0,-2.0,-3.0,-4.0,0.84375
2.0,2.0,-1.0,0.0,-4.0,-2.0,-1.0,-4.0,0.84375
2.0,2.0,-1.0,0.0,-4.0,-3.0,-3.0,-4.0,0.84375
2.0,2.0,-1.0,0.0,-4.0,-2.0,-1.0,-4.0,0.84375
2.0,2.0,-1.0,0.0,-5.0,-2.0,-3.0,-4.0,0.84375
2.0,3.0,-1.0,2.0,-5.0,-2.0,-1.0,-2.0,0.84375
2.0,3.0,-1.0,2.0,-5.0,-2.0,-4.0,-2.0,0.84375
2.0,3.0,-1.0,3.0,-1.0,-2.0,-4.0,-2.0,0.84375
2.0,-4.0,-1.0,1.0,-1.0,-2.0,-4.0,-2.0,0.84375
3.0,-2.0,1.0,1.0,-1.0,0.0,-4.0,-2.0,0.84375
3.0,-3.0,1.0,-1.0,-1.0,-2.0,-4.0,-2.0,0.84375
4.0,9.0,1.0,-1.0,-1.0,-2.0,-4.0,-2.0,0.84375
4.0,9.0,0.0,-1.0,-1.0,-4.0,-4.0,-2.0,0.84375
4.0,10.0,2.0,-1.0,-1.0,-4.0,-4.0,-2.0,0.84375
4.0,13.0,4.0,1.0,-1.0,-2.0,-2.0,-2.0,0.84375
4.0,12.0,4.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.84375
4.0,12.0,4.0,1.0,0.0,-2.0,0.0,2.0,0.84375
4.0,17.0,4.0,1.0,2.0,-2.0,2.0,4.0,0.84375
4.0,17.0,4.0,4.0,2.0,2.0,6.0,4.0,0.84375
4.0,24.0,4.0,4.0,6.0,2.0,6.0,4.0,0.84375
-1.0,0.0,-1.0,2.0,3.0,-4.0,-3.0,-2.0,-0.46875
-1.0,1.0,-1.0,2.0,5.0,-2.0,-3.0,-2.0,-0.46875
-1.0,1.0,-1.0,2.0,1.0,-2.0,-4.0,-4.0,-0.46875
-1.0,1.0,-1.0,3.0,1.0,-2.0,0.0,-2.0,-0.46875
-1.0,0.0,-1.0,1.0,1.0,-2.0,0.0,-2.0,-0.46875
-1.0,0.0,-1.0,1.0,2.0,-2.0,2.0,-2.0,-0.46875
-1.0,-1.0,-1.0,-1.0,2.0,-2.0,2.0,-2.0,-0.46875
-1.0,-1.0,-1.0,-1.0,3.0,0.0,2.0,-2.0,-0.46875
-1.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,-2.0,-0.46875
-1.0,-2.0,-1.0,-1.0,2.0,0.0,4.0,2.0,-0.46875
-1.0,-2.0,-1.0,-2.0,-2.0,0.0,2.0,2.0,-0.46875
-1.0,-2.0,-1.0,-1.0,0.0,0.0,2.0,2.0,-0.46875
-1.0,-9.0,-1.0,-1.0,0.0,0.0,2.0,2.0,-0.46875
-1.0,-10.0,-1.0,-1.0,-2.0,0.0,-2.0,2.0,-0.46875
-1.0,-9.0,-1.0,-1.0,0.0,0.0,-2.0,2.0,-0.46875
-1.0,-10.0,-1.0,-3.0,0.0,0.0,-4.0,0.0,-0.46875
-1.0,-10.0,0.0,-1.0,0.0,0.0,-4.0,0.0,-0.46875
-1.0,-11.0,-2.0,-5.0,-4.0,0.0,-4.0,0.0,-0.46875
0.0,-11.0,0.0,-5.0,-4.0,0.0,-4.0,0.0,-0.46875
0.0,-12.0,0.0,-5.0,-8.0,-2.0,-6.0,-2.0,-0.46875
0.0,-12.0,0.0,-4.0,-4.0,-2.0,-6.0,-2.0,-0.46875
1.0,5.0,1.0,-3.0,-3.0,2.0,-3.0,2.0,-0.1875
1.0,6.0,1.0,-1.0,-3.0,2.0,-3.0,2.0,-0.1875
1.0,6.0,1.0,-1.0,-4.0,0.0,-3.0,2.0,-0.1875
1.0,7.0,1.0,1.0,-4.0,2.0,-3.0,2.0,-0.1875
1.0,7.0,1.0,1.0,-4.0,2.0,-6.0,0.0,-0.1875
1.0,7.0,1.0,2.0,0.0,2.0,-4.0,0.0,-0.1875
1.0,6.0,1.0,0.0,0.0,2.0,-6.0,-2.0,-0.1875
1.0,7.0,1.0,0.0,4.0,2.0,-4.0,-2.0,-0.1875
1.0,6.0,-1.0,-2.0,4.0,2.0,-6.0,-2.0,-0.1875
1.0,7.0,-1.0,-2.0,6.0,2.0,-6.0,-2.0,-0.1875
1.0,0.0,-1.0,-4.0,6.0,2.0,-6.0,-2.0,-0.1875
1.0,0.0,0.0,-2.0,6.0,2.0,-6.0,-2.0,-0.1875
1.0,-1.0,0.0,-4.0,4.0,0.0,-6.0,-2.0,-0.1875
1.0,-1.0,1.0,-2.0,4.0,0.0,-6.0,-2.0,-0.1875
0.0,-1.0,-1.0,-2.0,4.0,-2.0,-6.0,-2.0,-0.1875
0.0,0.0,-1.0,2.0,4.0,-2.0,-2.0,0.0,-0.1875
-1.0,-2.0,-1.0,2.0,4.0,-2.0,-2.0,0.0,-0.1875
-1.0,-2.0,0.0,4.0,4.0,-2.0,-2.0,0.0,-0.1875
-2.0,-4.0,-2.0,4.0,4.0,-2.0,-2.0,0.0,-0.1875
-2.0,-3.0,0.0,6.0,6.0,-2.0,-2.0,0.0,-0.1875
-2.0,-10.0,0.0,2.0,2.0,-2.0,-2.0,0.0,-0.1875
-3.0,-6.0,-2.0,-2.0,0.0,2.0,3.0,-2.0,-0.765625
-3.0,-6.0,-2.0,-2.0,0.0,2.0,4.0,4.0,-0.765625
-3.0,-7.0,-2.0,-4.0,0.0,2.0,0.0,2.0,-0.765625
-3.0,-6.0,-2.0,0.0,0.0,2.0,0.0,2.0,-0.765625
-3.0,-9.0,-2.0,0.0,0.0,2.0,0.0,2.0,-0.765625
-3.0,-9.0,-2.0,0.0,1.0,2.0,2.0,2.0,-0.765625
-3.0,-9.0,-3.0,0.0,1.0,-2.0,2.0,-2.0,-0.765625
-3.0,-9.0,-3.0,0.0,2.0,0.0,4.0,2.0,-0.765625
-3.0,-9.0,-3.0,-2.0,-1.0,0.0,2.0,0.0,-0.765625
-3.0,-9.0,-3.0,-1.0,-1.0,0.0,4.0,0.0,-0.765625
-3.0,-10.0,-3.0,-3.0,-1.0,-2.0,0.0,0.0,-0.765625
-3.0,-10.0,-2.0,-3.0,-1.0,0.0,0.0,2.0,-0.765625
-3.0,-11.0,-2.0,-5.0,-1.0,0.0,-4.0,0.0,-0.765625
-3.0,-10.0,-2.0,-3.0,-1.0,0.0,-2.0,0.0,-0.765625
-3.0,-19.0,-4.0,-3.0,-1.0,0.0,-2.0,0.0,-0.765625
-2.0,-19.0,-2.0,-3.0,-1.0,0.0,-2.0,0.0,-0.765625
-2.0,-20.0,-4.0,-3.0,-1.0,0.0,-2.0,0.0,-0.765625
-2.0,-20.0,-4.0,-3.0,0.0,0.0,0.0,0.0,-0.765625
-2.0,-23.0,-4.0,-3.0,-4.0,-2.0,0.0,0.0,-0.765625
-2.0,-23.0,-4.0,-6.0,-8.0,-4.0,-2.0,0.0,-0.765625
0.0,1.0,0.0,2.0,-1.0,2.0,2.0,0.0,0.359375
0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.359375
0.0,0.0,1.0,0.0,-1.0,2.0,2.0,0.0,0.359375
0.0,-1.0,1.0,0.0,-3.0,2.0,2.0,0.0,0.359375
0.0,-1.0,1.0,1.0,-3.0,4.0,4.0,0.0,0.359375
0.0,-1.0,1.0,1.0,-4.0,2.0,2.0,-2.0,0.359375
0.0,-1.0,1.0,2.0,0.0,4.0,4.0,-2.0,0.359375
0.0,-2.0,1.0,0.0,0.0,4.0,2.0,-2.0,0.359375
0.0,-1.0,3.0,2.0,0.0,4.0,2.0,-2.0,0.359375
0.0,-2.0,-1.0,-2.0,-4.0,4.0,2.0,-2.0,0.359375
1.0,-2.0,1.0,-2.0,-4.0,4.0,2.0,-2.0,0.359375
1.0,-3.0,-1.0,-2.0,-4.0,4.0,2.0,-2.0,0.359375
1.0,4.0,-1.0,-2.0,0.0,4.0,2.0,-2.0,0.359375
1.0,4.0,-1.0,-3.0,0.0,2.0,-2.0,-4.0,0.359375
1.0,7.0,-1.0,-3.0,0.0,2.0,-2.0,-4.0,0.359375
1.0,4.0,-1.0,-3.0,0.0,2.0,-2.0,-4.0,0.359375
2.0,12.0,-1.0,-3.0,0.0,2.0,-2.0,-4.0,0.359375
2.0,13.0,-1.0,1.0,0.0,2.0,2.0,-2.0,0.359375
2.0,12.0,-1.0,-1.0,0.0,2.0,2.0,-2.0,0.359375
2.0,12.0,0.0,1.0,0.0,4.0,2.0,2.0,0.359375
-1.0,-2.0,-1.0,4.0,1.0,2.0,5.0,4.0,-0.59375
-1.0,-2.0,-1.0,5.0,1.0,4.0,7.0,4.0,-0.59375
-1.0,-2.0,-1.0,3.0,-1.0,2.0,4.0,0.0,-0.59375
-1.0,-1.0,-1.0,5.0,-1.0,4.0,6.0,0.0,-0.59375
-1.0,-2.0,-1.0,3.0,-1.0,4.0,2.0,-2.0,-0.59375
-1.0,-2.0,-1.0,3.0,2.0,4.0,4.0,-2.0,-0.59375
-2.0,-10.0,-1.0,3.0,2.0,4.0,4.0,-2.0,-0.59375
-2.0,-10.0,-1.0,3.0,3.0,4.0,6.0,-2.0,-0.59375
-2.0,-11.0,-1.0,1.0,3.0,4.0,4.0,-2.0,-0.59375
-2.0,-11.0,-1.0,1.0,4.0,4.0,6.0,-2.0,-0.59375
-2.0,-12.0,-1.0,1.0,2.0,4.0,4.0,-2.0,-0.59375
-2.0,-12.0,-1.0,1.0,3.0,4.0,6.0,-2.0,-0.59375
-2.0,-15.0,-1.0,1.0,1.0,4.0,4.0,-2.0,-0.59375
-2.0,-14.0,-1.0,1.0,3.0,4.0,6.0,-2.0,-0.59375
-2.0,-15.0,-1.0,-1.0,3.0,4.0,4.0,-2.0,-0.59375
-2.0,-14.0,-1.0,1.0,3.0,4.0,4.0,-2.0,-0.59375
-2.0,-17.0,-1.0,-1.0,3.0,2.0,2.0,-2.0,-0.59375
-2.0,-17.0,0.0,1.0,3.0,4.0,2.0,2.0,-0.59375
-2.0,-17.0,-2.0,-1.0,0.0,2.0,0.0,2.0,-0.59375
-2.0,-17.0,-2.0,-4.0,-2.0,-2.0,-6.0,2.0,-0.59375
-2.0,-20.0,-4.0,-4.0,-2.0,-2.0,-6.0,2.0,-0.59375
0.0,-1.0,-2.0,-3.0,4.0,0.0,-2.0,-4.0,0.734375
0.0,0.0,-2.0,-1.0,4.0,0.0,-2.0,-4.0,0.734375
0.0,0.0,-3.0,-1.0,4.0,-2.0,-2.0,-4.0,0.734375
1.0,2.0,-3.0,-1.0,4.0,-2.0,-2.0,-4.0,0.734375
1.0,2.0,-3.0,-1.0,1.0,-4.0,-4.0,-4.0,0.734375
1.0,3.0,-3.0,1.0,1.0,0.0,0.0,-4.0,0.734375
1.0,-2.0,-3.0,1.0,-1.0,-2.0,0.0,-4.0,0.734375
2.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.734375
2.0,-2.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,0.734375
2.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.734375
2.0,-1.0,-1.0,-3.0,-5.0,-2.0,-2.0,0.0,0.734375
2.0,0.0,-1.0,-1.0,-5.0,-2.0,2.0,2.0,0.734375
2.0,0.0,-1.0,-2.0,-5.0,-4.0,-2.0,2.0,0.734375
2.0,1.0,-1.0,2.0,-3.0,0.0,2.0,2.0,0.734375
2.0,1.0,-2.0,-2.0,-5.0,-2.0,2.0,-2.0,0.734375
3.0,17.0,0.0,-2.0,-5.0,0.0,2.0,0.0,0.734375
3.0,16.0,-2.0,-4.0,-5.0,0.0,2.0,0.0,0.734375
3.0,21.0,0.0,-2.0,-5.0,0.0,2.0,0.0,0.734375
3.0,22.0,2.0,2.0,-3.0,0.0,4.0,0.0,0.734375
3.0,22.0,4.0,4.0,2.0,2.0,8.0,2.0,0.734375
0.0,9.0,2.0,-2.0,2.0,0.0,-3.0,-4.0,0.78125
0.0,10.0,2.0,0.0,2.0,0.0,1.0,-2.0,0.78125
0.0,10.0,1.0,-2.0,-2.0,0.0,1.0,-2.0,0.78125
0.0,11.0,1.0,2.0,-2.0,0.0,1.0,-2.0,0.78125
0.0,11.0,1.0,0.0,-3.0,0.0,1.0,-2.0,0.78125
0.0,12.0,3.0,0.0,-3.0,0.0,1.0,-2.0,0.78125
0.0,11.0,1.0,-2.0,-3.0,0.0,1.0,-2.0,0.78125
1.0,13.0,1.0,-2.0,-3.0,0.0,1.0,-2.0,0.78125
1.0,13.0,3.0,2.0,-1.0,3.0,1.0,2.0,0.78125
1.0,13.0,3.0,2.0,-1.0,3.0,-2.0,0.0,0.78125
1.0,14.0,3.0,2.0,1.0,3.0,-2.0,0.0,0.78125
1.0,14.0,3.0,2.0,1.0,4.0,6.0,2.0,0.78125
1.0,14.0,3.0,1.0,1.0,4.0,4.0,2.0,0.78125
1.0,15.0,3.0,3.0,1.0,4.0,4.0,2.0,0.78125
1.0,14.0,3.0,1.0,1.0,4.0,4.0,2.0,0.78125
1.0,14.0,3.0,1.0,2.0,4.0,6.0,2.0,0.78125
1.0,14.0,4.0,3.0,2.0,4.0,6.0,2.0,0.78125
1.0,14.0,2.0,2.0,2.0,4.0,6.0,2.0,0.78125
2.0,16.0,4.0,2.0,2.0,4.0,6.0,2.0,0.78125
2.0,17.0,4.0,4.0,2.0,4.0,6.0,2.0,0.78125
2.0,24.0,4.0,4.0,4.0,4.0,6.0,2.0,0.78125
2.0,6.0,1.0,1.0,0.0,0.0,-4.0,-2.0,0.5
2.0,7.0,1.0,1.0,4.0,0.0,-2.0,0.0,0.5
2.0,6.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,0.5
3.0,6.0,1.0,-1.0,0.0,2.0,-2.0,0.0,0.5
3.0,5.0,-1.0,-1.0,0.0,2.0,-2.0,0.0,0.5
3.0,8.0,-1.0,1.0,0.0,2.0,-2.0,0.0,0.5
3.0,7.0,-1.0,1.0,-2.0,2.0,-2.0,0.0,0.5
3.0,14.0,-1.0,1.0,-2.0,2.0,-2.0,0.0,0.5
3.0,17.0,1.0,1.0,0.0,2.0,2.0,0.0,0.5
3.0,17.0,1.0,1.0,-1.0,2.0,0.0,0.0,0.5
3.0,17.0,1.0,4.0,-1.0,2.0,2.0,2.0,0.5
3.0,16.0,1.0,4.0,-3.0,0.0,2.0,2.0,0.5
3.0,16.0,3.0,5.0,-3.0,0.0,4.0,2.0,0.5
3.0,16.0,3.0,5.0,-4.0,0.0,0.0,2.0,0.5
3.0,17.0,3.0,5.0,2.0,2.0,0.0,2.0,0.5
3.0,16.0,3.0,5.0,0.0,2.0,-4.0,2.0,0.5
3.0,21.0,3.0,7.0,0.0,2.0,0.0,4.0,0.5
3.0,21.0,2.0,5.0,0.0,2.0,0.0,4.0,0.5
3.0,22.0,4.0,7.0,2.0,2.0,0.0,4.0,0.5
3.0,22.0,4.0,6.0,2.0,0.0,-4.0,2.0,0.5
2.0,22.0,2.0,6.0,2.0,0.0,-4.0,2.0,0.5
0.0,-2.0,-1.0,-2.0,-2.0,-4.0,1.0,-2.0,-0.25
0.0,-2.0,-1.0,-1.0,-2.0,-4.0,3.0,0.0,-0.25
0.0,-3.0,-1.0,-3.0,-2.0,-4.0,3.0,0.0,-0.25
0.0,-3.0,0.0,-1.0,-2.0,-2.0,3.0,0.0,-0.25
0.0,-6.0,0.0,-3.0,-2.0,-2.0,3.0,0.0,-0.25
0.0,-5.0,0.0,-1.0,0.0,0.0,5.0,0.0,-0.25
0.0,-8.0,0.0,-3.0,-2.0,0.0,5.0,0.0,-0.25
0.0,-8.0,0.0,-3.0,-2.0,0.0,6.0,2.0,-0.25
0.0,-8.0,0.0,-3.0,-3.0,0.0,-2.0,-2.0,-0.25
0.0,-8.0,3.0,1.0,1.0,2.0,-2.0,2.0,-0.25
0.0,-9.0,3.0,1.0,-3.0,0.0,-2.0,2.0,-0.25
0.0,-8.0,3.0,1.0,-1.0,0.0,0.0,2.0,-0.25
-1.0,-8.0,1.0,1.0,-1.0,0.0,0.0,2.0,-0.25
-1.0,-8.0,1.0,2.0,1.0,2.0,0.0,2.0,-0.25
-1.0,-8.0,-1.0,0.0,-2.0,2.0,-4.0,2.0,-0.25
-1.0,-5.0,-1.0,0.0,-2.0,2.0,-4.0,2.0,-0.25
-1.0,-14.0,-1.0,-2.0,-2.0,2.0,-6.0,0.0,-0.25
-1.0,-13.0,-1.0,-2.0,0.0,2.0,-6.0,0.0,-0.25
-1.0,-13.0,-2.0,-2.0,0.0,0.0,-6.0,0.0,-0.25
-1.0,-10.0,0.0,2.0,0.0,0.0,-4.0,0.0,-0.25
-2.0,-10.0,-2.0,2.0,0.0,0.0,-4.0,0.0,-0.25
1.0,10.0,-1.0,-5.0,-1.0,0.0,2.0,0.0,-0.0625
1.0,11.0,1.0,-3.0,-1.0,0.0,2.0,0.0,-0.0625
0.0,11.0,-1.0,-3.0,-1.0,0.0,2.0,0.0,-0.0625
0.0,12.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,-0.0625
0.0,9.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,-0.0625
0.0,10.0,-1.0,1.0,-1.0,0.0,4.0,0.0,-0.0625
0.0,10.0,-1.0,1.0,-2.0,0.0,2.0,-2.0,-0.0625
0.0,10.0,-1.0,2.0,-2.0,2.0,4.0,-2.0,-0.0625
0.0,10.0,-1.0,0.0,-3.0,2.0,0.0,-2.0,-0.0625
0.0,10.0,-1.0,0.0,-2.0,2.0,4.0,2.0,-0.0625
0.0,10.0,-2.0,-2.0,-2.0,2.0,4.0,2.0,-0.0625
1.0,10.0,0.0,-2.0,-2.0,2.0,4.0,2.0,-0.0625
1.0,9.0,0.0,-2.0,-4.0,0.0,4.0,2.0,-0.0625
1.0,10.0,0.0,0.0,-2.0,0.0,4.0,2.0,-0.0625
1.0,9.0,-2.0,0.0,-2.0,0.0,4.0,2.0,-0.0625
1.0,10.0,0.0,2.0,-2.0,0.0,6.0,2.0,-0.0625
0.0,10.0,-2.0,2.0,-2.0,0.0,6.0,2.0,-0.0625
0.0,15.0,-2.0,6.0,2.0,0.0,6.0,2.0,-0.0625
0.0,4.0,-4.0,0.0,-2.0,0.0,4.0,0.0,-0.0625
0.0,5.0,-2.0,4.0,-2.0,0.0,4.0,0.0,-0.0625
0.0,2.0,-4.0,2.0,-2.0,-2.0,0.0,0.0,-0.0625
0.0,-4.0,0.0,2.0,3.0,2.0,5.0,4.0,-0.125
0.0,-5.0,0.0,0.0,1.0,2.0,3.0,0.0,-0.125
0.0,-5.0,1.0,0.0,1.0,4.0,3.0,2.0,-0.125
0.0,-6.0,1.0,-2.0,1.0,4.0,1.0,0.0,-0.125
0.0,-6.0,1.0,0.0,2.0,4.0,1.0,0.0,-0.125
0.0,-6.0,1.0,0.0,0.0,2.0,0.0,-2.0,-0.125
0.0,-6.0,2.0,2.0,0.0,4.0,0.0,0.0,-0.125
0.0,-6.0,0.0,1.0,0.0,2.0,0.0,0.0,-0.125
1.0,-6.0,2.0,1.0,0.0,4.0,0.0,0.0,-0.125
1.0,-7.0,0.0,-3.0,0.0,4.0,-4.0,-2.0,-0.125
1.0,-6.0,0.0,-1.0,0.0,4.0,-2.0,0.0,-0.125
1.0,-6.0,-2.0,-3.0,-1.0,4.0,-4.0,-2.0,-0.125
1.0,-3.0,0.0,-3.0,-1.0,4.0,-4.0,-2.0,-0.125
1.0,-4.0,-2.0,-5.0,-1.0,4.0,-6.0,-4.0,-0.125
2.0,8.0,0.0,-5.0,-1.0,4.0,-6.0,-4.0,-0.125
2.0,5.0,-2.0,-5.0,-1.0,4.0,-6.0,-4.0,-0.125
2.0,6.0,2.0,-1.0,3.0,4.0,-6.0,-4.0,-0.125
2.0,3.0,0.0,-1.0,3.0,4.0,-6.0,-4.0,-0.125
2.0,2.0,0.0,-1.0,1.0,2.0,-6.0,-4.0,-0.125
2.0,2.0,0.0,-1.0,4.0,2.0,-6.0,-4.0,-0.125
2.0,2.0,0.0,-4.0,4.0,0.0,-8.0,-4.0,-0.125
2.0,2.0,1.0,3.0,5.0,2.0,-3.0,-4.0,0.5
3.0,2.0,3.0,3.0,5.0,4.0,-3.0,0.0,0.5
3.0,1.0,1.0,1.0,5.0,4.0,-5.0,0.0,0.5
3.0,4.0,3.0,3.0,5.0,4.0,-5.0,0.0,0.5
3.0,4.0,1.0,1.0,4.0,4.0,-5.0,0.0,0.5
3.0,4.0,1.0,3.0,5.0,4.0,-1.0,0.0,0.5
3.0,3.0,1.0,3.0,3.0,4.0,-1.0,0.0,0.5
3.0,3.0,1.0,4.0,3.0,4.0,1.0,0.0,0.5
3.0,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.5
3.0,7.0,1.0,4.0,3.0,4.0,1.0,0.0,0.5
3.0,6.0,1.0,2.0,3.0,4.0,1.0,0.0,0.5
3.0,7.0,1.0,6.0,5.0,4.0,3.0,0.0,0.5
3.0,7.0,0.0,4.0,3.0,2.0,3.0,0.0,0.5
4.0,7.0,2.0,4.0,3.0,4.0,3.0,4.0,0.5
4.0,6.0,2.0,2.0,3.0,4.0,3.0,4.0,0.5
4.0,17.0,2.0,4.0,5.0,4.0,3.0,4.0,0.5
4.0,17.0,2.0,2.0,2.0,2.0,1.0,4.0,0.5
4.0,17.0,2.0,4.0,4.0,4.0,4.0,4.0,0.5
4.0,14.0,0.0,2.0,4.0,4.0,4.0,4.0,0.5
4.0,11.0,0.0,2.0,2.0,4.0,0.0,0.0,0.5
4.0,18.0,0.0,2.0,4.0,4.0,0.0,0.0,0.5
-3.0,-3.0,-2.0,3.0,2.0,-1.0,0.0,-4.0,-0.21875
-3.0,-2.0,0.0,3.0,2.0,-1.0,0.0,-4.0,-0.21875
-3.0,-3.0,0.0,1.0,2.0,-1.0,-2.0,-4.0,-0.21875
-3.0,-3.0,0.0,2.0,4.0,-1.0,-2.0,-4.0,-0.21875
-3.0,-4.0,0.0,0.0,4.0,-1.0,-2.0,-4.0,-0.21875
-3.0,-4.0,0.0,0.0,5.0,1.0,6.0,0.0,-0.21875
-3.0,-5.0,0.0,-2.0,5.0,1.0,4.0,0.0,-0.21875
-3.0,-4.0,0.0,0.0,7.0,1.0,4.0,0.0,-0.21875
-3.0,-5.0,0.0,0.0,5.0,1.0,4.0,0.0,-0.21875
-3.0,-5.0,0.0,1.0,5.0,3.0,4.0,0.0,-0.21875
-3.0,-5.0,-3.0,-3.0,1.0,1.0,4.0,-2.0,-0.21875
-3.0,-5.0,-3.0,-2.0,1.0,1.0,6.0,0.0,-0.21875
-3.0,-6.0,-3.0,-2.0,-1.0,1.0,4.0,-4.0,-0.21875
-3.0,-6.0,-3.0,-2.0,-1.0,2.0,4.0,0.0,-0.21875
-3.0,-11.0,-3.0,-2.0,-1.0,2.0,4.0,0.0,-0.21875
-2.0,-3.0,-1.0,-2.0,-1.0,4.0,4.0,4.0,-0.21875
-2.0,-6.0,-1.0,-4.0,-1.0,0.0,0.0,4.0,-0.21875
-2.0,-5.0,-1.0,-2.0,-1.0,0.0,2.0,4.0,-0.21875
-2.0,-5.0,-1.0,-2.0,-2.0,0.0,-6.0,0.0,-0.21875
-2.0,4.0,-1.0,0.0,-2.0,0.0,-4.0,0.0,-0.21875
-2.0,4.0,-2.0,-4.0,-6.0,0.0,-4.0,0.0,-0.21875
0.0,-9.0,1.0,2.0,2.0,2.0,0.0,-2.0,-0.71875
0.0,-9.0,2.0,4.0,4.0,4.0,0.0,2.0,-0.71875
0.0,-9.0,2.0,4.0,2.0,4.0,-1.0,2.0,-0.71875
0.0,-9.0,2.0,4.0,2.0,4.0,2.0,4.0,-0.71875
0.0,-10.0,2.0,2.0,2.0,4.0,2.0,4.0,-0.71875
0.0,-10.0,3.0,4.0,4.0,4.0,2.0,4.0,-0.71875
0.0,-11.0,1.0,4.0,2.0,4.0,0.0,4.0,-0.71875
1.0,-11.0,3.0,4.0,2.0,4.0,0.0,4.0,-0.71875
1.0,-12.0,3.0,4.0,-2.0,2.0,-2.0,0.0,-0.71875
1.0,-12.0,3.0,5.0,0.0,4.0,-2.0,0.0,-0.71875
0.0,-12.0,1.0,5.0,0.0,2.0,-2.0,-2.0,-0.71875
